"Member","Fabric LATEST","Forge 1.12.2","Fabric 1.18.2","Forge 1.18.2"
"org.waveapi.api.content.items.MinecraftItems.FLINT_AND_STEEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.APPLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BOW -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ARROW -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COAL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHARCOAL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.EMERALD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LAPIS_LAZULI -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.QUARTZ -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.AMETHYST_SHARD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RAW_IRON -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_INGOT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RAW_COPPER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COPPER_INGOT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RAW_GOLD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLD_INGOT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_INGOT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_SCRAP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WOODEN_SWORD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WOODEN_SHOVEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WOODEN_PICKAXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WOODEN_AXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WOODEN_HOE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_SWORD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_SHOVEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_PICKAXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_AXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_HOE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_SWORD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_SHOVEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_PICKAXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_AXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_HOE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_SWORD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_SHOVEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_PICKAXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_AXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_HOE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_SWORD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_SHOVEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_PICKAXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_AXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_HOE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_SWORD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_SHOVEL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_PICKAXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_AXE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_HOE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STICK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BOWL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MUSHROOM_STEW -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRING -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FEATHER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GUNPOWDER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHEAT_SEEDS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHEAT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BREAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEATHER_HELMET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEATHER_CHESTPLATE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEATHER_LEGGINGS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEATHER_BOOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHAINMAIL_HELMET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHAINMAIL_CHESTPLATE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHAINMAIL_LEGGINGS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHAINMAIL_BOOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_HELMET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_CHESTPLATE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_LEGGINGS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_BOOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_HELMET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_CHESTPLATE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_LEGGINGS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_BOOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_HELMET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_CHESTPLATE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_LEGGINGS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_BOOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_HELMET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_CHESTPLATE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_LEGGINGS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHERITE_BOOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FLINT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PORKCHOP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_PORKCHOP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PAINTING -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_APPLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENCHANTED_GOLDEN_APPLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OAK_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPRUCE_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BIRCH_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.JUNGLE_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ACACIA_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHERRY_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DARK_OAK_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAMBOO_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OAK_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPRUCE_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BIRCH_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.JUNGLE_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ACACIA_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHERRY_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DARK_OAK_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAMBOO_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_HANGING_SIGN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WATER_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LAVA_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POWDER_SNOW_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SNOWBALL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEATHER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MILK_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PUFFERFISH_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SALMON_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COD_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TROPICAL_FISH_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.AXOLOTL_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TADPOLE_BUCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BRICK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CLAY_BALL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DRIED_KELP_BLOCK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PAPER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BOOK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SLIME_BALL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COMPASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RECOVERY_COMPASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BUNDLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FISHING_ROD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CLOCK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPYGLASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLOWSTONE_DUST -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SALMON -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TROPICAL_FISH -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PUFFERFISH -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_COD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_SALMON -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.INK_SAC -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLOW_INK_SAC -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COCOA_BEANS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHITE_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ORANGE_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAGENTA_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_BLUE_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.YELLOW_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIME_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PINK_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GRAY_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_GRAY_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CYAN_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PURPLE_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLUE_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BROWN_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GREEN_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLACK_DYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BONE_MEAL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SUGAR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CAKE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHITE_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ORANGE_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAGENTA_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_BLUE_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.YELLOW_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIME_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PINK_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GRAY_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_GRAY_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CYAN_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PURPLE_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLUE_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BROWN_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GREEN_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLACK_BED -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKIE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FILLED_MAP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SHEARS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MELON_SLICE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DRIED_KELP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PUMPKIN_SEEDS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MELON_SEEDS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BEEF -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_BEEF -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHICKEN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_CHICKEN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ROTTEN_FLESH -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENDER_PEARL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLAZE_ROD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GHAST_TEAR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLD_NUGGET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHER_WART -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POTION -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLASS_BOTTLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPIDER_EYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FERMENTED_SPIDER_EYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLAZE_POWDER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAGMA_CREAM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BREWING_STAND -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CAULDRON -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENDER_EYE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLISTERING_MELON_SLICE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ALLAY_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.AXOLOTL_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAT_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
